"","headline","snippet","date","text_clean","keyword","framing_label"
"327","'The war will end': Remembering Mahmoud Darwish, Palestine's ...","Mar 13, 2024 ... ... freedom fighter's gun. Do not let the olive branch fall from my hand.' [File: Jamal Saidi/Reuters]. By Indlieb Farazi Saber. Published On 13 ...","Last update 3 Dec 2024"," war will end remembering mahmoud darwish palestines mar freedom fighters gun let olive branch fall hand file jamal saidireuters indlieb farazi saber published  ","Freedom fighter","Freedom_Fighter"
"328","Who are Hayat Tahrir al-Sham and the Syrian groups that took ...","Dec 2, 2024 ... Operation Dawn of Freedom. As the fighters involved in Deterrence of Aggression moved south towards Hama – and possibly even Damascus, some ...","Last update 8 May 2021"," hayat tahrir alsham syrian groups took dec operation dawn freedom fighters involved deterrence aggression moved south towards hama – possibly even damascus  ","Freedom fighter","Neutral"
"329","Fighters of breakaway Muslim group storm southern Philippine town ...","May 8, 2021 ... As many as 200 members of the Bangsamoro Islamic Freedom Fighters reportedly occupied the central market of Datu Paglas in Mindanao.","Last update 17 Aug 2020","fighters breakaway muslim group storm southern philippine town may many members bangsamoro islamic freedom fighters reportedly occupied central market datu paglas mindanao","Freedom fighter","Freedom_Fighter"
"330","Pakistani Emmy-nominated film puts spotlight on female pioneers ...","Aug 17, 2020 ... Freedom Fighters, a documentary by two-time Oscar winning filmmaker, tackles the issue of gender equality.","20 Apr 2022","pakistani emmynominated film puts spotlight female pioneers aug freedom fighters documentary twotime oscar winning filmmaker tackles issue gender equ","Freedom fighter","Freedom_Fighter"
"331","South Africa's EFF leads peaceful protests at Eswatini borders ...","Apr 20, 2022 ... The Economic Freedom Fighters (EFF), South Africa's third-largest political party, has organised peaceful protests along the country's borders.","Last update 20 Aug 2019","south africas eff leads peaceful protests eswatini borders apr economic freedom fighters eff south africas thirdlargest political party organised peaceful protests along countrys bord","Freedom fighter","Freedom_Fighter"
"332","Air raid in Somalia killed al-Shabab fighter, says US | News | Al ...","Aug 20, 2019 ... US Africa Command says persistent pressure limits armed fighters' freedom of movement. Al Shabaab. The US said the raid is an example of the ...","14 May 2018","air raid somalia killed alshabab fighter says us news al aug us africa command says persistent pressure limits armed fighters freedom movement al shabaab us said raid example  ","Freedom fighter","Neutral"
"333","Bangladesh students demand abolition of job quota system | News ...","May 14, 2018 ... ... freedom fighters, the list itself has become questionable. There have also been instances when the freedom fighter certificates of high ...","Last update 23 Jul 2024","bangladesh students demand abolition job quota system news may freedom fighters list become questionable also instances freedom fighter certificates high ","Freedom fighter","Freedom_Fighter"
"334","In Bangladesh, protests are no longer about the quota system ...","Jul 23, 2024 ... ... freedom fighters” in the Bangladesh war of independence. But after the government unleashed unprecedented violence, the protests have gone ...","Last update 17 Jul 2024"," bangladesh protests longer quota system jul freedom fighters” bangladesh war independence government unleashed unprecedented violence protests gone ","Freedom fighter","Freedom_Fighter"
"335","'We sought rights': Bangladesh on edge after quota protest turns ...","Jul 16, 2024 ... Established in 1972 for freedom fighters, the quota system was discontinued but reinstated in 1996. Currently, 56 percent of government jobs are ...","Last update 28 Apr 2017"," sought rights bangladesh edge quota protest turns jul established freedom fighters quota system discontinued reinstated currently percent government jobs  ","Freedom fighter","Freedom_Fighter"
"336","Is there a future for the EFF in S. Africa after Zuma? | Politics | Al ...","Apr 28, 2017 ... The leader of the Economic Freedom Fighters (EFF), the third largest political party in South Africa, is Julius Malema: A controversial, but ...","Last update 19 May 2022"," future eff s africa zuma politics al apr leader economic freedom fighters eff third largest political party south africa julius malema controversial  ","Freedom fighter","Freedom_Fighter"
"337","Yasin Malik: India convicts top Kashmir separatist of 'terrorism ...","May 19, 2022 ... ... freedom fighter [File: Danish Ismail/Reuters] ... During the trial, Malik protested the charges and said he was a freedom fighter.","25 Jun 2013","yasin malik india convicts top kashmir separatist terrorism may freedom fighter file danish ismailreuters trial malik protested charges said freedom fight","Freedom fighter","Freedom_Fighter"
"338","Saying goodbye to Nelson Mandela | Opinions | Al Jazeera","Jun 25, 2013 ... Mandela was a visionary freedom fighter who knew how to inspire supporters and enemies alike.","Last update 2 Aug 2022","saying goodbye nelson mandela opinions al jazeera jun mandela visionary freedom fighter knew inspire supporters enemies alik","Freedom fighter","Freedom_Fighter"
"339","Pelosi-Taiwan latest updates: China announces military drills ...","Aug 2, 2022 ... ... freedom fighter” for democracy. “As soon as she arrived, various tweets, articles, statements emerged positioning Pelosi as a freedom fighter ...","9 Mar 2005","pelositaiwan latest updates china announces military drills aug freedom fighter” democracy “ soon arrived various tweets articles statements emerged positioning pelosi freedom fighter ","Freedom fighter","Freedom_Fighter"
"340","Kosovo ex-PM surrenders to UN court | News | Al Jazeera","Mar 9, 2005 ... ... freedom fighter. Kosovo Serbs and the government in Belgrade, however, see him as a terrorist responsible for atrocities against Serb ...",NA,"kosovo expm surrenders un court news al jazeera mar freedom fighter kosovo serbs government belgrade however see terrorist responsible atrocities serb ","Freedom fighter","Freedom_Fighter"
"341","Political violence and the efforts to salvage Tunisia's revolution ...","Aug 5, 2013 ... More recently, Tunisia's US/EU backed 'war on terror' was easily manipulated to become an instrument of state violence, allowing all forms of ...","5 Aug 2013","political violence efforts salvage tunisias revolution aug recently tunisias useu backed war terror easily manipulated become instrument state violence allowing forms  ","Political violence","State_Violence"
"342","Political tensions mount in El Salvador before legislative vote ...","Feb 8, 2021 ... Survivors of country's deadly civil war fear El Salvador is ushering in a new era of political violence and intolerance.","Last update 8 Feb 2021","political tensions mount el salvador legislative vote feb survivors countrys deadly civil war fear el salvador ushering new era political violence intoler","Political violence","Neutral"
"343","After political violence, Peru reckons with economic fallout ...","Mar 10, 2023 ... After political violence, Peru reckons with economic fallout. Peru's economy re-opens after three months of violent protests, damage has been ...","10 Mar 2023"," political violence peru reckons economic fallout mar political violence peru reckons economic fallout perus economy reopens three months violent protests damage  ","Political violence","Neutral"
"344","Ecuador election: As run-off looms, voters crave genuine change ...","Aug 25, 2023 ... Left-wing Luisa Gonzalez will face off against centre-right Daniel Noboa in a campaign marred by political violence.","25 Aug 2023","ecuador election runoff looms voters crave genuine change aug leftwing luisa gonzalez will face centreright daniel noboa campaign marred political viol","Political violence","Neutral"
"345","Zambia suspends election campaigning over violence | News | Al ...","Jul 10, 2016 ... Political campaigning in Zambia's capital Lusaka has been suspended for 10 days because of violent clashes before next month's national elections.","Last update 10 Jul 2016","zambia suspends election campaigning violence news al jul political campaigning zambias capital lusaka suspended days violent clashes next months national elect","Political violence","Neutral"
"346","ICC to investigate Burundi political violence | Human Rights News ...","Apr 25, 2016 ... The international war crimes court will investigate allegations of imprisonment and violence in Burundi, which has been plagued by unrest since ...","25 Apr 2016","icc investigate burundi political violence human rights news apr international war crimes court will investigate allegations imprisonment violence burundi plagued unrest since ","Political violence","Neutral"
"347","Martin McGuinness: Can political violence be justified? | Armed ...","Mar 21, 2017 ... Mehdi Hasan challenges Martin McGuinness, exploring the definition of terrorism and when to negotiate with the enemy.","21 Mar 2017","martin mcguinness can political violence justified armed mar mehdi hasan challenges martin mcguinness exploring definition terrorism negotiate enemi","Political violence","Terrorism"
"348","Lula's lead over Bolsonaro widens days before Brazil election ...","Sep 28, 2022 ... “Candidates should vehemently condemn any act of violence and promote peaceful elections,” the group said on Twitter. Brazilian media reported ...","28 Sep 2022","lulas lead bolsonaro widens days brazil election sep “candidates vehemently condemn act violence promote peaceful elections” group said twitter brazilian media reported ","Political violence","Neutral"
