headline,link,date,snippet,keyword
Violence continues against Afghan civilians | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/20/violence-continues-against-afghan-civilians,20 Jun 2012,"Jun 20, 2012 ... While overall civilian casualty rates have been dropping, violence in Afghanistan continues to take its toll on both civilians and NATO ...",Civilian casualties
"More than 300,000 civilians killed in Syrian conflict: UN report ...",https://www.aljazeera.com/news/2022/6/28/un-more-than-300000-civilians-killed-in-syrias-conflict,28 Jun 2022,"Jun 28, 2022 ... “The conflict-related casualty figures in this report are not simply a set of abstract numbers, but represent individual human beings,” said ...",Civilian casualties
US air attacks in May on Afghan drug labs killed 30 civilians: UN ...,https://www.aljazeera.com/news/2019/10/9/us-air-attacks-in-may-on-afghan-drug-labs-killed-30-civilians-un,Last update 9 Oct 2019,"Oct 9, 2019 ... UN says it verified 39 civilian casualties, including 30 deaths, in May 5 air attacks, but US military rejects report.",Civilian casualties
UN finds decrease in Afghan civilian deaths | News | Al Jazeera,https://www.aljazeera.com/news/2013/2/19/un-finds-decrease-in-afghan-civilian-deaths,19 Feb 2013,"Feb 19, 2013 ... In 2012, the mission recorded 7,559 civilian casualties – 2,754 of them deaths and the rest injuries. In 2011, 3,131 civilians were killed.",Civilian casualties
Updates: At least 39 killed by Israel in Gaza over last 24 hours ...,https://www.aljazeera.com/news/liveblog/2025/4/23/live-israel-attacks-childrens-hospital-in-gaza-polio-campaign-at-a-halt,Last update 23 Apr 2025,"6 days ago ... ... civilian casualties. Israeli forces have now killed more than 51,000 Palestinians in Gaza, including more than 17,000 children and at least ...",Civilian casualties
Afghan civilian toll rises amid new attack | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/20/afghan-civilian-toll-rises-amid-new-attack,20 Jun 2012,"Jun 20, 2012 ... While overall civilian casualty rates have been dropping, violence continues to take its toll on both civilians and NATO forces. Civilian ...",Civilian casualties
Afghanistan war causing record civilian casualties | Human Rights ...,https://www.aljazeera.com/videos/2018/9/12/afghanistan-war-causing-record-civilian-casualties,12 Sep 2018,"Sep 12, 2018 ... Afghanistan war causing record civilian casualties. About 1,700 civilians killed in the first six months of this year, the highest figure since ...",Civilian casualties
"UN: Nearly 4,000 Afghans killed and wounded in first half of 2019 ...",https://www.aljazeera.com/news/2019/7/30/un-nearly-4000-afghans-killed-and-wounded-in-first-half-of-2019,30 Jul 2019,"Jul 30, 2019 ... Civilians are being killed and wounded at a 'shocking and unacceptable' rate despite push to end Afghan war, says UN. Injured victims of the ...",Civilian casualties
Civilian deaths in 2017 US-led anti-ISIL push 'triple' | ISIL/ISIS News ...,https://www.aljazeera.com/news/2018/1/19/civilian-deaths-in-2017-us-led-anti-isil-push-triple,19 Jan 2018,"Jan 19, 2018 ... ... civilian death toll from ... The group said coalition-linked civilian casualties in 2017 “far” outnumbered those attributed to Russia.",Civilian casualties
Updates: US says it will use 'overwhelming lethal force' on Yemen's ...,https://www.aljazeera.com/news/liveblog/2025/3/17/live-us-raids-on-yemen-kill-53-houthis-say-israeli-negotiators-in-cairo,Last update 18 Mar 2025,"Mar 17, 2025 ... ... civilian casualties”. Lebanon and Syria's defence ministers have held a call, pledging to coordinate amid deadly border clashes. Syrian ...",Civilian casualties
Israel “not seeking to avoid civilian casualties” in Gaza | Al Jazeera ...,https://www.aljazeera.com/amp/program/quotable/2025/4/10/aje-onl-qtmohamadelmasryfinal-100425,10 Apr 2025,"Apr 10, 2025 ... Quotable. Israel “not seeking to avoid civilian casualties” in Gaza. Mohamad Elmasry says Israel's attacks on Gaza are deliberate attacks on ...",Civilian casualties
"US says military killed 12 civilians in 2021, sparking scepticism ...",https://www.aljazeera.com/news/2022/9/28/us-says-military-killed-12-civilians-in-2021-sparking-scepticism,Last update 29 Sep 2022,"Sep 28, 2022 ... ... civilian killings confirmed in the report, which listed “only civilian casualties attributed to the use of US-operated weapons”. Five other ...",Civilian casualties
Israel strike that killed 106 people in Gaza 'apparent war crime ...,https://www.aljazeera.com/news/2024/4/4/israel-strike-that-killed-106-people-in-gaza-apparent-war-crime-probe,Last update 4 Apr 2024,"Apr 4, 2024 ... ... civilian casualties in the enclave. Advertisement. Britain's Prime Minister Rishi Sunak is facing growing political pressure to halt arms ...",Civilian casualties
UN report highlights Afghan conflict's toll on women | Human Rights ...,https://www.aljazeera.com/news/2015/8/5/un-report-highlights-afghan-conflicts-toll-on-women,5 Aug 2015,"Aug 5, 2015 ... The report, released by the UN Assistance Mission in Afghanistan (UNAMA) on Wednesday, said that there were 4,900 documented civilian casualties ...",Civilian casualties
UN says civilian deaths up 25 percent in Afghanistan | United ...,https://www.aljazeera.com/news/2015/2/18/un-says-civilian-deaths-up-25-percent-in-afghanistan,Last update 18 Feb 2015,"Feb 18, 2015 ... More than 10,000 civilian casualties in 2014 as ground offensive intensified and spread towards regional hubs, UN says. Kabul airport attack.",Civilian casualties
Afghanistan probes Nimroz air raid that killed civilians | News | Al ...,https://www.aljazeera.com/news/2021/1/11/afghanistan-probes-air-strike-that-killed-civilians,11 Jan 2021,"Jan 11, 2021 ... “We are aware of claims of civilian casualties in Nimroz. We have launched an investigation jointly with local officials,” the defence ministry ...",Civilian casualties
Ukraine civilian deaths 'thousands higher' than official toll: UN ...,https://www.aljazeera.com/news/2022/5/10/russia-ukraine-war-civilian-death-toll-un,10 May 2022,"May 10, 2022 ... High number of casualties and extent of destruction suggest Russian forces attacking indiscriminately, UN team reports.",Civilian casualties
US admits killing civilians during air attacks in Somalia | Human ...,https://www.aljazeera.com/news/2020/4/27/us-admits-killing-civilians-during-air-attacks-in-somalia,Last update 27 Apr 2020,"Apr 27, 2020 ... ... civilian casualties from United States Africa Command (AFRICOM) military operations in the Horn of Africa country. The deaths were mentioned ...",Civilian casualties
US admits air strikes 'likely' killed Afghan civilians | Taliban News | Al ...,https://www.aljazeera.com/news/2016/11/5/us-admits-air-strikes-likely-killed-afghan-civilians,5 Nov 2016,"Nov 5, 2016 ... US military spokesman Charles Cleveland said an initial probe showed the attack “very likely resulted in civilian casualties”. General John ...",Civilian casualties
Iraqi forces advance in Mosul amid increasing civilian casualties ...,https://www.aljazeera.com/videos/2017/6/6/iraqi-forces-advance-in-mosul-amid-increasing-civilian-casualties,6 Jun 2017,"Jun 6, 2017 ... They say they have made small advances in two neighbourhoods but are being cautious because of a rising number of civilian casualties. Read more.",Civilian casualties
US vows probe into Afghan deaths | News | Al Jazeera,https://www.aljazeera.com/news/2010/2/23/us-vows-probe-into-afghan-deaths,23 Feb 2010,"Feb 23, 2010 ... “General McChrystal is doing everything humanly possible to avoid civilian casualties,” Gates said. McChrystal, himself, addressed Afghans ...",Civilian casualties
Amnesty slams US over Afghan civilian deaths | Human Rights ...,https://www.aljazeera.com/news/2014/8/11/amnesty-slams-us-over-afghan-civilian-deaths,11 Aug 2014,"Aug 11, 2014 ... A new report by Amnesty International looks at civilian casualties by US troops and the ongoing lack of accountability.",Civilian casualties
"Netanyahu repeats Rafah assault threat, says civilians won't be ...",https://www.aljazeera.com/news/2024/3/17/netanyahu-repeats-rafah-assault-threat-says-civilians-wont-be-locked-in,17 Mar 2024,"Mar 17, 2024 ... Israeli PM says troops will go ahead with ground offensive in southern Gaza, spurring fears of mass civilian casualties.",Civilian casualties
US-led attacks in Syria 'kill 472 civilians in a month' | News | Al Jazeera,https://www.aljazeera.com/news/2017/6/23/us-led-attacks-in-syria-kill-472-civilians-in-a-month,23 Jun 2017,"Jun 23, 2017 ... The past month saw the highest civilian death toll in US-led coalition air raids since they began, says war monitor.",Civilian casualties
UAE drone strike on factory near Tripoli killed 8 civilians: HRW ...,https://www.aljazeera.com/news/2020/4/29/uae-drone-strike-on-factory-near-tripoli-killed-8-civilians-hrw,Last update 29 Apr 2020,"Apr 29, 2020 ... ... civilian casualties,” HRW said. “All causalities in the November incident were civilian factory workers, including seven Libyans and 28 ...",Civilian casualties
Afghanistan civilian deaths highest since 2014: UN | United Nations ...,https://www.aljazeera.com/news/2018/10/11/afghanistan-civilian-deaths-highest-since-2014-un,Last update 11 Oct 2018,"Oct 11, 2018 ... The casualties were blamed on suicide bombings and the use of improvised explosive devices (IEDs) by “anti-government elements”. WATCH: ...",Civilian casualties
Civilian death toll mounts in Gaza | News | Al Jazeera,https://www.aljazeera.com/news/2012/11/19/civilian-death-toll-mounts-in-gaza,19 Nov 2012,"Nov 19, 2012 ... An Israeli air attack has killed 12 members of one family in the Gaza Strip, just hours after Binyamin Netanyahu, Israeli prime minister, said ...",Civilian casualties
US air attacks killed or wounded civilians in Somalia: Amnesty ...,https://www.aljazeera.com/news/2019/3/20/us-air-attacks-killed-or-wounded-civilians-in-somalia-amnesty,20 Mar 2019,"Mar 20, 2019 ... ... victims' families to self-report losses. US Africa Command said it looked at the five attacks and concluded there were no civilian casualties.",Civilian casualties
French airforce strike Mali rebel strongholds | News | Al Jazeera,https://www.aljazeera.com/news/2013/1/13/french-airforce-strike-mali-rebel-strongholds,13 Jan 2013,"Jan 13, 2013 ... Fresh air raids kill at least 11 civilians, including three fleeing children, as military campaign enters third day ... civilian casualties. “The ...",Civilian casualties
"Death toll in Yemen conflict passes 10,000 | News | Al Jazeera",https://www.aljazeera.com/news/2017/1/17/death-toll-in-yemen-conflict-passes-10000,17 Jan 2017,"Jan 17, 2017 ... The United Nations' humanitarian aid official in Yemen has said that the civilian death toll in the nearly two-year conflict has reached 10,000, ...",Civilian casualties
Israel bombards Rafah as pressure mounts over civilian death toll in ...,https://www.aljazeera.com/news/2023/12/14/israel-bombards-rafah-as-pressure-mounts-over-civilian-death-toll-in-gaza,Last update 14 Dec 2023,"Dec 14, 2023 ... At least 26 people have been killed in an Israeli air strike on Rafah in southern Gaza, according to Palestinian officials as international ...",Civilian casualties
Yemen civilians bear the brunt of escalating Houthi-UAE conflict ...,https://www.aljazeera.com/news/2022/1/27/yemeni-civilians-bear-the-brunt-of-houthi-uae-escalating-conflict,Last update 27 Jan 2022,"Jan 27, 2022 ... ... civilian casualties in Yemen in one month since the war began in 2014. Relatives carry bodies of the victims of air strikes on a detention ...",Civilian casualties
"Gaza attacks: Fear, finality, and farewells as bombs rained down ...",https://www.aljazeera.com/news/2021/5/22/gaza-attacks-fear-finality-and-farewells-as-bombs-rained-down,Last update 23 May 2021,"May 22, 2021 ... Gaza attacks: Fear, finality, and farewells as bombs rained down. The Palestinian death toll ... Gaza civilians leave their neighbourhood for ...",Civilian casualties
'Unprecedented': UN says Afghan civilian deaths up by 47 percent ...,https://www.aljazeera.com/news/2021/7/26/unprecedented-un-says-afghan-civilian-deaths-up-by-47-percent,26 Jul 2021,"Jul 26, 2021 ... ... civilian casualties in a single year. “Of serious concern is the acute rise in the number of civilians killed and injured in the period from ...",Civilian casualties
US military actions lead to record number of civilian casualties ...,https://www.aljazeera.com/videos/2017/3/31/us-military-actions-lead-to-record-number-of-civilian-casualties,31 Mar 2017,"Mar 31, 2017 ... A record number of civilian casualties has been reported this month as a result of US coalition bombings in Syria and Iraq.",Civilian casualties
Updates: Israel says deadly attacks on Gaza 'only the beginning ...,https://www.aljazeera.com/news/liveblog/2025/3/18/live-trump-threatens-iran-as-deadly-us-attacks-on-yemens-houthis-continue,Last update 19 Mar 2025,"Mar 18, 2025 ... “The civilian casualties from Israeli strikes overnight are appalling,” UK Foreign Minister David Lammy posted on his X account. He urged all ...",Civilian casualties
Libya civilian deaths 'sap NATO credibility' | News | Al Jazeera,https://www.aljazeera.com/news/2011/6/20/libya-civilian-deaths-sap-nato-credibility,20 Jun 2011,"Jun 20, 2011 ... It was the first time the military alliance had acknowledged causing multiple civilian casualties in Libya and came as the alliance feels the ...",Civilian casualties
Syrian civilians 'killed in Turkey's Afrin operation' | Kurds News | Al ...,https://www.aljazeera.com/news/2018/1/29/syrian-civilians-killed-in-turkeys-afrin-operation,Last update 29 Jan 2018,"Jan 29, 2018 ... ... civilian casualties. But the number remains unclear. “Turkey has denied targeting Syrian Kurdish civilians,” she said. “But of course we ...",Civilian casualties
Amnesty: US-led coalition's Raqqa offensive killed hundreds | NGO ...,https://www.aljazeera.com/news/2018/6/5/amnesty-us-led-coalitions-raqqa-offensive-killed-hundreds,Last update 5 Jun 2018,"Jun 5, 2018 ... “The victims deserve justice,” she added. The 68-page report, titled War of annihilation: Devastating Toll on Civilians, Raqqa – Syria, includes ...",Civilian casualties
US air wars in Middle East 'deeply flawed': Report | News | Al Jazeera,https://www.aljazeera.com/news/2021/12/19/us-air-strikes-led-to-deaths-of-thousands-of-civilians-report,19 Dec 2021,"Dec 19, 2021 ... The report, based on a trove of confidential Pentagon documents covering more than 1,300 reports of civilian casualties, undercuts the US ...",Civilian casualties
Afghan talks: Rival sides agree on 'road map for peace' | Taliban ...,https://www.aljazeera.com/news/2019/7/9/afghan-talks-rival-sides-agree-on-road-map-for-peace,Last update 9 Jul 2019,"Jul 9, 2019 ... Afghan leaders and the Taliban call to reduce civilian casualties to 'zero' in a joint statement after talks in Doha.",Civilian casualties
US-led coalition probes civilian casualty allegations | Conflict News ...,https://www.aljazeera.com/news/2017/6/2/us-led-coalition-probes-civilian-casualty-allegations,Last update 2 Jun 2017,"Jun 2, 2017 ... US-led coalition probes civilian casualty allegations. More than 120 people in Iraqi city killed in past week of heavy fighting, some allegedly ...",Civilian casualties
Nagorno-Karabakh: Azerbaijan says civilian killed in Ganja | News ...,https://www.aljazeera.com/news/2020/10/4/nagorno-karabakh-sides-exchange-fire-on-multiple-fronts,Last update 5 Oct 2020,"Oct 4, 2020 ... Nagorno-Karabakh leader says his forces targeted Ganja base but later stopped firing to avoid civilian casualties.",Civilian casualties
Coalition says it hit Mosul site where civilians died | Conflict News ...,https://www.aljazeera.com/news/2017/3/26/coalition-says-it-hit-mosul-site-where-civilians-died,26 Mar 2017,"Mar 26, 2017 ... ... civilian casualties. “But let's be clear: [ISIL] deliberately kept civilians in this area for this specific purpose.”.",Civilian casualties
'This shouldn't be happening': Civilian deaths spike in Yemen ...,https://www.aljazeera.com/news/2018/9/24/this-shouldnt-be-happening-civilian-deaths-spike-in-yemen,Last update 24 Sep 2018,"Sep 24, 2018 ... ... civilian casualties between June and the end of August. At least 685 civilians had been killed across the country during that period, the ...",Civilian casualties
"Russian attack on civilian sites in Ukraine's Odesa kills 20, wounds 75",https://www.aljazeera.com/news/2024/3/15/russian-attack-on-civilian-sites-in-ukraines-odesa-dozens-of-casualties,Last update 16 Mar 2024,"Mar 15, 2024 ... The death toll in a Russian missile attack that hit civilian infrastructure in Ukraine's Black Sea port city of Odesa on Friday has risen to at least 20 and at ...",Civilian casualties
More than 100 civilians killed in Libya between April and June ...,https://www.aljazeera.com/news/2020/7/30/more-than-100-civilians-killed-in-libya-between-april-and-june,Last update 30 Jul 2020,"Jul 30, 2020 ... UN Support Mission in Libya says most of the casualties were in Libya's western region and caused by Haftar's forces.",Civilian casualties
El Salvador extends state of emergency amid gang crackdown ...,https://www.aljazeera.com/news/2022/5/26/el-salvador-extends-state-of-emergency-amid-gang-crackdown,26 May 2022,"May 26, 2022 ... Legislators in El Salvador have extended a state of emergency backed by President Nayib Bukele for a third month amid a widespread crackdown on ...",State crackdown
Groups slam US states' crackdown on Israel boycotts | Human ...,https://www.aljazeera.com/news/2017/10/24/groups-slam-us-states-crackdown-on-israel-boycotts,24 Oct 2017,"Oct 24, 2017 ... BDS activists defy US moves to curb Palestine advocacy. As more states pass bills targeting the movement to boycott Israel, analysts believe ...",State crackdown
El Salvador renews state of emergency as gang crackdown ...,https://www.aljazeera.com/news/2023/1/12/el-salvador-renews-state-of-emergency-as-gang-crackdown-continues,12 Jan 2023,"Jan 12, 2023 ... El Salvador deploys 10,000 troops to gang-run capital suburb ... It was the 10th extension of the state of emergency and will come into force from ...",State crackdown
China's state media defends Xinjiang Muslim crackdown | Uighur ...,https://www.aljazeera.com/news/2018/8/13/chinas-state-media-defends-xinjiang-muslim-crackdown,13 Aug 2018,"Aug 13, 2018 ... The Global Times editorial on Monday came after a United Nations anti-discrimination committee raised concerns on Friday over China's treatment ...",State crackdown
Sri Lanka's parliament extends state of emergency amid crackdown ...,https://www.aljazeera.com/news/2022/7/27/sri-lankas-parliament-extends-state-of-emergency-amid-crackdown,Last update 27 Jul 2022,"Jul 27, 2022 ... Sri Lanka swears Dinesh Gunawardena in as new prime minister ... Wickremesinghe declared a state of emergency last week as acting president before ...",State crackdown
India crackdown on slaughterhouses stirs Muslim unease | Politics ...,https://www.aljazeera.com/news/2017/3/29/india-crackdown-on-slaughterhouses-stirs-muslim-unease,Last update 29 Mar 2017,"Mar 29, 2017 ... More states follow Uttar Pradesh's lead in closing down unlicensed abattoirs as critics say move is based on religion.",State crackdown
Meat crackdown leaves shortage in India's Uttar Pradesh | News | Al ...,https://www.aljazeera.com/news/2017/3/27/meat-crackdown-leaves-shortage-in-indias-uttar-pradesh,27 Mar 2017,"Mar 27, 2017 ... India's most populous state is running out of meat, as tens of thousands of meat sellers across Uttar Pradesh close in protest over a government ...",State crackdown
"Amid US abortion crackdown, California seeks to be a 'sanctuary ...",https://www.aljazeera.com/news/2022/4/27/amid-us-abortion-crackdown-california-seeks-to-be-a-sanctuary,27 Apr 2022,"Apr 27, 2022 ... If Roe v Wade falls, 26 states are likely to ban abortion and millions will need to cross state lines to access care.",State crackdown
Crackdown on journalists: State security vs human rights | Opinions ...,https://www.aljazeera.com/opinions/2014/4/21/crackdown-on-journalists-state-security-vs-human-rights,21 Apr 2014,"Apr 21, 2014 ... Crackdown on journalists: State security vs human rights. There's an alarming upsurge in the use of national security and counter-terrorism ...",State crackdown
US condemns violent security crackdown on Iraqi protesters ...,https://www.aljazeera.com/news/2021/5/27/us-condemns-violent-security-crackdown-on-iraqi-protesters,27 May 2021,"May 27, 2021 ... The United States is outraged that peaceful Iraqi demonstrators demanding reform met threats and “brutal violence”, State Department spokesman Ned Price said ...",State crackdown
"China signals crackdown on privacy, data, monopolies to continue ...",https://www.aljazeera.com/news/2021/8/12/china-to-draft-new-laws-on-national-security-at-key-policy-meet,12 Aug 2021,"Aug 12, 2021 ... The Chinese Communist Party and the Chinese State Council publicised the plans late on Wednesday in a five-year plan for “building a law-based ...",State crackdown
El Salvador crackdown could prompt gangs to 'adapt and reshuffle ...,https://www.aljazeera.com/news/2022/12/12/el-salvador-crackdown-could-prompt-gangs-to-adapt-and-reshuffle,12 Dec 2022,"Dec 12, 2022 ... The government's eight-month state of exception has seen civil liberties suspended and tens of thousands imprisoned.",State crackdown
